,Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
913723,837488,Dans Deli Mart  ,Convenience Store,10513,Greenwood Ave N, ,Seattle,WA,98133,8720,KING,47.70559,-122.3555,11/30/2007,03/25/2009
913724,1005164,Dans Deli Mart  ,Convenience Store,10513,Greenwood Ave N, ,Seattle,WA,98133,8720,KING,47.70559,-122.3555,07/07/2011,01/26/2012
913735,1364904,Dayu Supermarket  ,Medium Grocery Store,9841,16th Ave SW, ,Seattle,WA,98106,2830,KING,47.51429,-122.3552,07/11/2019, 
913737,611916,DEANO'S DELI AND GROCERY  ,Unknown,11319,Pinehurst Way NE, ,Seattle,WA,98125,6331,KING,0.0,0.0,01/28/1993,03/24/1994
913738,245633,DEANO'S MADISON MARKET  ,Convenience Store,2040,E Madison St, ,Seattle,WA,98122,2960,KING,0.0,0.0,02/05/1992,12/30/1994
913739,537998,DEANO'S MARKET  ,Convenience Store,2040,E Madison St, ,Seattle,WA,98122,2960,KING,47.61798,-122.3045,10/07/1999,07/17/2005
913740,754506,DEANO'S MARKET  ,Convenience Store,2040,E Madison St, ,Seattle,WA,98122,2960,KING,47.61798,-122.3045,07/27/2005,11/26/2007
913741,252868,DEANO'S YESLER WAY MKT  ,Convenience Store,101,12th Ave, ,Seattle,WA,98122,5407,KING,0.0,0.0,05/12/1983,11/01/1992
913742,546010,DEANOS MADISON ST MKT  ,Convenience Store,2040,E Madison St, ,Seattle,WA,98122,2960,KING,0.0,0.0,12/19/1984,02/06/1992
913743,277719,DECA-SEATTLE COMMISSARY  ,Super Store,7500,Sand Point Way NE, ,Seattle,WA,98115,6348,KING,0.0,0.0,01/01/1930,06/02/1995
913745,683595,DEL RIO TIENDA Y TAQUERIA MEXI  ,Unknown,10230,16th Ave SW, ,Seattle,WA,98146,1432,KING,0.0,0.0,03/16/1994,11/20/1996
913746,275992,DELAURENTI SPECIALTY FD MARKET'S  ,Large Grocery Store,1435,1st Ave, ,Seattle,WA,98101,2017,KING,0.0,0.0,01/01/1930,02/19/2001
913751,342658,DELITE BAKERY  ,Bakery Specialty,3211,Beacon Ave S, ,Seattle,WA,98144,6330,KING,0.0,0.0,10/28/1988,07/11/2001
913752,1044710,Delridge AM/PM  ,Convenience Store,7301,Delridge Way SW, ,Seattle,WA,98106,1740,KING,47.53652,-122.3614,03/27/2012,03/05/2019
913753,1035395,Delridge Bakery  ,Bakery Specialty,9427,17th Ave SW, ,Seattle,WA,98106,2710,KING,47.51814,-122.3566,09/17/2012,05/12/2013
913754,763676,DELRIDGE CONVENIENCE STORE  ,Convenience Store,5235,Delridge Way SW, ,Seattle,WA,98106,1377,KING,47.55418,-122.363,09/07/2005,03/17/2008
913755,1023300,Delridge Deli  ,Convenience Store,3861,Delridge Way SW, ,Seattle,WA,98106,1133,KING,47.56942,-122.3627,10/24/2011, 
913756,513253,DELRIDGE DELI MART  ,Convenience Store,3861,Delridge Way SW, ,Seattle,WA,98106,1133,KING,0.0,0.0,08/28/1990,04/21/1993
913757,559416,DELRIDGE DELI MART  ,Convenience Store,3861,Delridge Way SW, ,Seattle,WA,98106,1133,KING,0.0,0.0,04/21/1993,12/14/1996
913758,346567,DELRIDGE DELI MART  ,Convenience Store,3861,Delridge Way SW, ,Seattle,WA,98106,1133,KING,47.56942,-122.3627,01/07/1997,10/05/2011
913759,1446429,Delridge Farmers Market  ,Farmers' Market,9421,18th Ave SW,,Seattle,WA,98106,2717,KING,47.519,-122.3582,05/03/2021, 
913760,699017,DELRIDGE FOOD MART  ,Convenience Store,5235,Delridge Way SW, ,Seattle,WA,98106,1377,KING,47.55418,-122.363,03/04/1997,08/16/2005
913761,1251247,Delridge Grocery Cooperative  ,Fruits/Veg Specialty,4058,23rd Ave Sw, ,Seattle,WA,98106,1230,KING,47.56667,-122.3623,06/24/2016,07/02/2017
913762,1448763,Delridge Grocery Cooperative  ,Combination Grocery/Other,5444,Delridge Way Sw,Apt 100,Seattle,WA,98106,1534,KING,47.55261,-122.3626,06/07/2021, 
913763,1407441,Delridge Way Shell  ,Convenience Store,7132,Delridge Way SW,,Seattle,WA,98106,1717,KING,47.53834,-122.361,06/01/2020,01/04/2021
913764,829149,DENNY MARKET  ,Convenience Store,2928,1st Ave, ,Seattle,WA,98121,1009,KING,47.61721,-122.3529,10/31/2007,02/26/2013
913765,1076367,Denny Way Shell  ,Convenience Store,620,Denny Way, ,Seattle,WA,98109,5011,KING,47.61858,-122.3441,10/29/2012,12/16/2019
913766,611994,DENO'S MARKET  ,Convenience Store,2040,E Madison St, ,Seattle,WA,98122,2960,KING,0.0,0.0,12/03/1996,09/19/1999
913774,462331,DESIMONE'S CHEVRON  ,Combination Grocery/Other,15060,Tukwila International Blvd, ,Seattle,WA,98188,2244,KING,47.46715,-122.2879,05/10/1984,11/28/2000
913775,462331,DESIMONE'S CHEVRON  ,Combination Grocery/Other,15060,Tukwila International Blvd, ,Seattle,WA,98188,2244,KING,47.46715,-122.2879,01/21/2011,10/08/2014
913776,462331,DESIMONE'S CHEVRON  ,Combination Grocery/Other,15060,Tukwila International Blvd, ,Seattle,WA,98188,2244,KING,47.46715,-122.2879,10/14/2014,05/05/2015
913777,495403,DEVOS GROCERY  ,Convenience Store,4951,13th Ave S, ,Seattle,WA,98108,1828,KING,0.0,0.0,12/14/1970,11/28/2000
913780,715611,DICK'S MARKET  ,Convenience Store,903,19th Ave E, ,Seattle,WA,98112,3502,KING,0.0,0.0,08/02/1991,10/07/1997
913782,1100977,Discount Mart And Smoke  ,Convenience Store,2220,Nw Market St, ,Seattle,WA,98107, ,KING,47.66872,-122.3858,08/27/2013,08/21/2016
913783,830118,Discount Warehouse  ,Medium Grocery Store,12528,Lake City Way NE, ,Seattle,WA,98125,4425,KING,47.71977,-122.2948,11/08/2007,08/18/2009
913784,1242846,Djp Enterprise  ,Convenience Store,7801,Detroit Ave Sw, ,Seattle,WA,98106,3901,KING,47.5337,-122.338,05/27/2016,05/21/2017
913790,849327,Dollar Plus  ,Convenience Store,12528,Lake City Way NE, ,Seattle,WA,98125,4425,KING,47.71977,-122.2948,04/10/2008,09/12/2010
913791,849327,Dollar Plus  ,Convenience Store,12528,Lake City Way NE, ,Seattle,WA,98125,4425,KING,47.71977,-122.2948,09/14/2010,03/09/2014
913797,825068,DOLLAR STORE 21,Convenience Store,1549,NE 145th St, ,Seattle,WA,98155,7205,KING,47.73392,-122.3112,07/11/2007,10/26/2010
913798,825065,DOLLAR STORE 8,Convenience Store,10014,15th Ave SW, ,Seattle,WA,98146,3728,KING,47.5134,-122.3538,07/11/2007,10/26/2010
913808,861581,Dollar Tree 2320,Combination Grocery/Other,13233,Aurora Ave N, ,Seattle,WA,98133,7508,KING,47.72493,-122.3451,07/31/2008, 
913812,978513,Dollar Tree 4494,Combination Grocery/Other,10014,15th Ave SW, ,Seattle,WA,98146,3728,KING,47.5134,-122.3538,11/04/2010, 
913813,992179,Dollar Tree 4567,Combination Grocery/Other,1549,NE 145th St, ,Seattle,WA,98155,7205,KING,47.73392,-122.3112,02/16/2011, 
913815,1024177,Dollar Tree 4761,Combination Grocery/Other,4535,University Way NE, ,Seattle,WA,98105,4510,KING,47.66221,-122.3131,09/19/2011,06/12/2017
913816,1053722,Dollar Tree 4876,Combination Grocery/Other,7816,Aurora Ave N, ,Seattle,WA,98103,4754,KING,47.68564,-122.3444,04/05/2012, 
913820,1242126,Dollar Tree 6400,Combination Grocery/Other,9000,Rainier Ave S, ,Seattle,WA,98118,5017,KING,47.52262,-122.27,03/28/2016, 
913834,576970,DOMINIC'S RED APPLE MARKET  ,Convenience Store,9627,Des Moines Memorial Dr, ,Seattle,WA,98108,5033,KING,47.5167,-122.3152,05/09/1968,03/25/2012
913835,1047234,Dominic's Red Apple Market  ,Combination Grocery/Other,9627,Des Moines Memorial Dr, ,Seattle,WA,98108,5033,KING,47.5167,-122.3152,03/26/2012,01/24/2018
913836,1310847,Dominics Red Apple Market  ,Medium Grocery Store,9627,Des Moines Memorial Dr, ,Seattle,WA,98108,5033,KING,47.51595,-122.3144,02/06/2018,08/04/2019
913837,1371965,Dominics Red Apple Market  ,Large Grocery Store,9627,Des Moines Memorial Dr, ,Seattle,WA,98108,5033,KING,47.51595,-122.3144,08/15/2019, 
913838,378244,DON & JOE'S MEATS  ,Meat/Poultry Specialty,85,Pike St, ,Seattle,WA,98101,2085,KING,47.60878,-122.3401,01/03/1986, 
913842,431911,DONG CHAU MARKET  ,Meat/Poultry Specialty,7300,Ml King Jr Way S, ,Seattle,WA,98118,3716,KING,0.0,0.0,05/10/1994,02/19/2000
913843,508927,DONG HING MARKET  ,Supermarket,1001,S Jackson St, ,Seattle,WA,98104,3015,KING,47.59915,-122.3194,12/20/2002, 
913844,821585,Dong Sing Market  ,Meat/Poultry Specialty,625,S Jackson St, ,Seattle,WA,98104,2910,KING,47.59914,-122.3257,06/22/2007, 
913846,1188585,Doory Inc  ,Convenience Store,11454,16th Ave Sw, ,Seattle,WA,98146,3581,KING,47.49993,-122.3552,03/17/2015,06/12/2020
913847,1188585,Doory Inc  ,Convenience Store,11454,16th Ave Sw, ,Seattle,WA,98146,3581,KING,47.49993,-122.3552,06/23/2020, 
913849,892403,DP Northwest Food Halal Distribution  ,Medium Grocery Store,9838,17th Ave SW, ,Seattle,WA,98106,2713,KING,47.51512,-122.3564,02/10/2010,04/17/2012
913850,420295,DREXEL DELI & GROCERY  ,Convenience Store,523,3rd Ave, ,Seattle,WA,98104,2304,KING,0.0,0.0,05/07/2002,03/08/2005
913851,746504,DREXEL DELI & GROCERY  ,Small Grocery Store,523,3rd Ave, ,Seattle,WA,98104,2304,KING,47.60186,-122.3306,03/22/2005,05/17/2018
913852,746504,DREXEL DELI & GROCERY  ,Small Grocery Store,523,3rd Ave, ,Seattle,WA,98104,2304,KING,47.60186,-122.3306,03/27/2020, 
913855,734054,DUANES GARDEN PATCH  ,Medium Grocery Store,11215,8th Ave S, ,Seattle,WA,98168,2101,KING,47.50253,-122.3232,05/12/2005,05/30/2007
913856,734054,DUANES GARDEN PATCH  ,Medium Grocery Store,11215,8th Ave S, ,Seattle,WA,98168,2101,KING,47.50253,-122.3232,11/05/2009, 
913865,775197,DURN GOOD GROCERY  ,Convenience Store,4002,Wallingford Ave N, ,Seattle,WA,98103,8219,KING,47.65572,-122.3362,01/06/2006,10/15/2008
913878,1307031,East Africa Grocery  ,Small Grocery Store,7135,Martin Luther King Jr Way S, ,Seattle,WA,98118,3521,KING,47.53801,-122.2818,01/02/2018,07/25/2018
913879,1075519,East Africa Halal Mart  ,Convenience Store,2504,S Jackson St,Ste D,Seattle,WA,98144, ,KING,47.59929,-122.2996,11/14/2012,01/27/2016
913880,1173861,East African Grocery  ,Small Grocery Store,7135,Martin Luther King Jr Way S, ,Seattle,WA,98118,3521,KING,47.53801,-122.2818,12/03/2014,12/11/2017
913881,1020855,East African Grocery & Deli  ,Combination Grocery/Other,7135,Martin Luther King Jr Way S, ,Seattle,WA,98118,3521,KING,47.53806,-122.2819,11/10/2011,12/02/2014
913882,1320983,East African Grocery Llc 1,Medium Grocery Store,7135,Martin Luther King Jr Way S, ,Seattle,WA,98118,3521,KING,47.53801,-122.2818,08/21/2018, 
913883,288609,EAST AFRICAN IMPORTS  ,Combination Grocery/Other,2301,S Jackson St,Ste 204,Seattle,WA,98144,2362,KING,47.59922,-122.3022,10/31/2002,08/02/2011
913884,288609,EAST AFRICAN IMPORTS  ,Combination Grocery/Other,2301,S Jackson St,Ste 204,Seattle,WA,98144,2362,KING,47.59922,-122.3022,08/11/2011,07/19/2018
913885,1332058,East African Imports  ,Small Grocery Store,306,23rd Ave S,Ste 104,Seattle,WA,98144,2371,KING,47.60006,-122.3022,11/08/2018, 
913888,1278743,East Lake Specialty Market  ,Convenience Store,1540,Eastlake Ave E, ,Seattle,WA,98102,3742,KING,47.63346,-122.3257,03/28/2017, 
913893,1126057,Eastlake Market  ,Convenience Store,2244,Eastlake Ave E, ,Seattle,WA,98102,3419,KING,47.63959,-122.3259,12/30/2013, 
913894,1006847,Eastlake Specialty Market  ,Convenience Store,1540,Eastlake Ave E, ,Seattle,WA,98102, ,KING,47.63345,-122.3257,10/24/2011,04/12/2013
913895,1090946,Eastlake Specialty Market  ,Convenience Store,1540,Eastlake Ave E, ,Seattle,WA,98102, ,KING,47.63345,-122.3257,04/30/2013,03/15/2017
913897,1043449,Easy Smoke & Grocery  ,Convenience Store,10333,Aurora Ave N, ,Seattle,WA,98133,9227,KING,47.70418,-122.3447,03/30/2012,11/07/2016
913898,1262341,Easy Smoke & Grocery  ,Convenience Store,10333,Aurora Ave N, ,Seattle,WA,98133,9227,KING,47.70419,-122.3447,11/21/2016,09/06/2017
913899,1295140,Easy Smoke And Grocery Store  ,Convenience Store,10333,Aurora Ave N, ,Seattle,WA,98133,9227,KING,47.70419,-122.3447,09/19/2017,12/09/2018
913901,1100094,Eat Local  ,Medium Grocery Store,2400,Queen Anne Ave N, ,Seattle,WA,98109,2020,KING,47.63964,-122.3568,07/23/2013,12/09/2014
913902,1436619,Ebenezer Tienda Latina  ,Convenience Store,13754,Aurora Ave N,Ste B,Seattle,WA,98133,6994,KING,47.73017,-122.3446,02/08/2021, 
913903,231374,EDDIE'S MARKET  ,Convenience Store,10513,Greenwood Ave N, ,Seattle,WA,98133,8720,KING,0.0,0.0,06/26/1998,12/26/1999
913910,433186,El Mercado Latino  ,Small Grocery Store,1514,Pike Pl,Ste 6,Seattle,WA,98101,1574,KING,47.60902,-122.341,05/02/2002,03/04/2012
913911,1072889,El Mercado Latino  ,Small Grocery Store,1514,Pike Pl,Ste 6,Seattle,WA,98101,1574,KING,47.60902,-122.341,09/28/2012, 
913913,787212,EL NOPALITO  ,Convenience Store,6622,Rainier Ave S, ,Seattle,WA,98118,3350,KING,47.54263,-122.2729,10/25/2006,08/02/2007
913915,940038,EL PAISANO II INC  ,Convenience Store,10723,1st Ave S, ,Seattle,WA,98168,1300,KING,47.50713,-122.3337,05/19/2010,09/07/2014
913917,1354141,El Paso Supermarket  ,Medium Grocery Store,11417,Des Moines Memorial Dr S, ,Seattle,WA,98168,1742,KING,47.50039,-122.306,03/12/2019, 
913918,907105,El Paso Supermarket LLC  ,Small Grocery Store,11417,Des Moines Memorial Dr, ,Seattle,WA,98168,1742,KING,47.50137,-122.3056,08/19/2009,11/23/2018
913919,1130886,El Quetzal Tienda Latina And Mini Mart  ,Convenience Store,9240,2nd Ave SW,Ste 100,Seattle,WA,98106,3327,KING,47.52046,-122.336,02/06/2014, 
913923,486275,EL WATSONVILLE MEXICAN STORE  ,Unknown,7142,M L King Way S, ,Seattle,WA,98118,3522,KING,0.0,0.0,04/14/1989,10/17/1994
913924,741885,Ellington Grocery & Deli  ,Convenience Store,2801,1st Ave,Ste A,Seattle,WA,98121,1140,KING,47.61646,-122.3518,01/26/2005,12/12/2011
913925,1318611,Elliott Shell Food Mart  ,Convenience Store,630,Elliott Ave W, ,Seattle,WA,98119,5915,KING,47.62547,-122.3667,05/14/2018, 
913929,594040,EMERALD CITY FOOD  ,Convenience Store,3330,Rainier Ave S, ,Seattle,WA,98144,6034,KING,0.0,0.0,01/22/1992,08/09/1994
913930,456284,EMERALD CITY FOOD STORE  ,Convenience Store,3330,Rainier Ave S, ,Seattle,WA,98144,6034,KING,0.0,0.0,08/25/1994,04/14/1995
913932,449014,EMERALD CITY FOOD STORE  ,Convenience Store,3330,Rainier Ave S, ,Seattle,WA,98144,6034,KING,0.0,0.0,09/29/1998,03/09/2000
913933,326698,EMERALD CITY FOODS  ,Convenience Store,3330,Rainier Ave S, ,Seattle,WA,98144,6034,KING,0.0,0.0,04/04/2000,08/21/2002
913936,1379682,Enat Souk Deli  ,Meat/Poultry Specialty,11546,15th Ave NE, ,Seattle,WA,98125,6322,KING,47.71365,-122.3124,10/22/2019, 
913937,372830,ENAT SOUK LLC  ,Combination Grocery/Other,11730,Pinehurst Way NE, ,Seattle,WA,98125,5117,KING,47.71489,-122.3121,08/18/1998,09/15/2019
913940,1402527,Ener-G Foods  ,Combination Grocery/Other,5960,1st Ave S,,Seattle,WA,98108,3248,KING,47.54849,-122.3331,09/15/2020,06/16/2021
913943,233366,ENTENMANN'S/OROWEAT BAKERY OUTLET  ,Bakery Specialty,7009,Greenwood Ave N, ,Seattle,WA,98103,5035,KING,0.0,0.0,08/24/1983,03/02/2002
913962,1258415,Ethio Mini Market  ,Convenience Store,8432,Rainier Ave S, ,Seattle,WA,98118,4655,KING,47.52703,-122.2699,09/30/2016,08/17/2021
913963,1258415,Ethio Mini Market  ,Convenience Store,8432,Rainier Ave S, ,Seattle,WA,98118,4655,KING,47.52703,-122.2699,08/23/2021,11/28/2021
913967,483324,EURO SLICE DELI #2  ,Meat/Poultry Specialty,14415,Greenwood Ave N, ,Seattle,WA,98133,6814,KING,0.0,0.0,06/22/1999,08/01/2000
913973,621741,EUROPEAN COMMON MARKET  ,Convenience Store,2351,10th Ave E, ,Seattle,WA,98102,4009,KING,0.0,0.0,04/19/1988,11/14/1990
913974,650290,EUROPEAN COMMON MARKET  ,Unknown,2351,10th Ave E, ,Seattle,WA,98102,4009,KING,0.0,0.0,07/16/1992,10/04/1994
913978,273225,EUROPEAN FOODS  ,Small Grocery Store,13520,Aurora Ave N,# A,Seattle,WA,98133,7512,KING,47.72704,-122.345,10/20/1997,08/12/2019
913979,1400424,European Foods 5411,Combination Grocery/Other,13520,Aurora Ave N,,Seattle,WA,98133,7512,KING,47.72747,-122.345,05/18/2020, 
913993,817929,EXPRESS MARKET  ,Convenience Store,401,NE 45th St, ,Seattle,WA,98105,6135,KING,47.66133,-122.3238,04/16/2007,02/18/2009
913994,886030,EXPRESS MARKET  ,Convenience Store,401,NE 45th St, ,Seattle,WA,98105,6135,KING,47.66132,-122.3237,03/23/2009,07/13/2011
914002,1231335,Ez Mart  ,Convenience Store,9201,Holman Rd NW, ,Seattle,WA,98117,2259,KING,47.69664,-122.3722,02/04/2016,07/23/2019
914003,1372305,Ez Mart  ,Convenience Store,9201,Holman Rd NW, ,Seattle,WA,98117,2259,KING,47.69683,-122.3724,11/13/2019, 
914004,1344278,"Ez Smoke Shop & Market, LLC  ",Convenience Store,10333,Aurora Ave N, ,Seattle,WA,98133,9227,KING,47.70419,-122.3447,01/31/2019, 
914019,1331509,Fasika Grocery  ,Convenience Store,7900,Renton Ave S, ,Seattle,WA,98118,4434,KING,47.53144,-122.2782,10/16/2018, 
914021,486536,FAST EDDIES III  ,Convenience Store,10513,Greenwood Ave N, ,Seattle,WA,98133,8720,KING,0.0,0.0,04/03/1997,04/19/1998
914023,827803,FATIMA GROCERY  ,Small Grocery Store,1136,24th Ave, ,Seattle,WA,98122,4858,KING,47.61177,-122.3014,08/24/2007,11/13/2013
914031,1403616,Feleg Food Mart None,Convenience Store,11463,Rainier Ave S,,Seattle,WA,98178,3963,KING,47.49952,-122.2208,04/30/2020, 
914032,734523,FEROS MEAT  ,Meat/Poultry Specialty,94,Pike St Ste A, ,Seattle,WA,98101,2066,KING,47.60889,-122.34,11/18/2004,09/21/2011
914033,610229,FIESTA MEX-VIDEO  ,Small Grocery Store,2505,Beacon Ave S, ,Seattle,WA,98144,5125,KING,47.58089,-122.3138,03/18/2004,11/01/2010
914035,551532,FIJI MARKET  ,Small Grocery Store,1265,S Main St Ste 106, ,Seattle,WA,98144,2003,KING,0.0,0.0,06/28/1995,03/04/1996
914038,664261,FINE EUROPEAN PASTRIES  ,Bakery Specialty,1903,3rd Ave, ,Seattle,WA,98101,1104,KING,0.0,0.0,02/24/1995,12/23/1995
914044,549027,FIRST DENNY'S MARKET  ,Convenience Store,2928,1st Ave, ,Seattle,WA,98121,1009,KING,0.0,0.0,01/20/2000,11/25/2002
914045,455801,FIRST HILL SHOP-RITE #547  ,Supermarket,908,8th Ave, ,Seattle,WA,98104,1221,KING,0.0,0.0,04/12/1968,03/30/2001
914047,1010385,Fisherman's Terminal Food Mart  ,Convenience Store,2120,W Emerson Pl,Ste 1S,Seattle,WA,98199,1256,KING,47.65632,-122.3843,08/15/2011, 
914048,282446,FLORENTIA STREET MARKET  ,Convenience Store,218,Florentia St, ,Seattle,WA,98109,1718,KING,0.0,0.0,04/30/1991,12/01/1992
914049,664090,FLORENTIA STREET MARKET  ,Convenience Store,218,Florentia St, ,Seattle,WA,98109,1718,KING,0.0,0.0,11/25/1992,11/19/1998
914051,490097,FOOD FAIR GROCERY & DELI  ,Convenience Store,5003,Delridge Way SW, ,Seattle,WA,98106,1334,KING,0.0,0.0,07/30/1992,07/28/1996
914052,251482,FOOD FAIR GROCERY & DELI  ,Convenience Store,5003,Delridge Way SW, ,Seattle,WA,98106,1334,KING,0.0,0.0,09/04/1996,01/19/1999
914053,364954,FOOD FAIR GROCERY & DELI  ,Convenience Store,5003,Delridge Way SW, ,Seattle,WA,98106,1334,KING,0.0,0.0,02/11/1999,11/28/2001
914054,459613,FOOD GIANT #2  ,Supermarket,1801,N 46th St, ,Seattle,WA,98103,6857,KING,0.0,0.0,04/12/1968,10/20/1996
914057,508016,FOOD GIANT #4  ,Supermarket,13233,Aurora Ave N, ,Seattle,WA,98133,7508,KING,0.0,0.0,01/12/1976,10/20/1996
914059,290917,FOOD LAND  ,Supermarket,7355,Delridge Way SW, ,Seattle,WA,98106,1740,KING,0.0,0.0,01/12/1976,09/03/1998
914063,1225506,Food Plus Market  ,Medium Grocery Store,8334,Rainier Ave S,Ste 102,Seattle,WA,98118,4680,KING,47.52848,-122.27,01/26/2016, 
914064,432795,FOOD TOWN GROCERY  ,Convenience Store,6306,32nd Ave NW, ,Seattle,WA,98107,2546,KING,0.0,0.0,10/25/1984,07/29/1994
914065,226868,FOOD TOWN MINI MART  ,Convenience Store,218,Pike St, ,Seattle,WA,98101,2108,KING,0.0,0.0,08/30/1993,08/31/1995
914066,376138,FOOD TOWN MINI MART  ,Convenience Store,218,Pike St, ,Seattle,WA,98101, ,KING,0.0,0.0,10/06/1995,05/30/1996
914067,506554,FOODTOWN MINI MART  ,Convenience Store,222,Pike St, ,Seattle,WA,98101,2108,KING,0.0,0.0,07/01/1988,11/01/1990
914068,674708,FOODTOWN MINI MART  ,Convenience Store,222,Pike St, ,Seattle,WA,98101,2108,KING,0.0,0.0,08/23/1990,10/06/1992
914073,554256,FOU LEE MARKET  ,Supermarket,2050,S Columbian Way, ,Seattle,WA,98108,1536,KING,47.56004,-122.3059,07/01/1993,12/08/2020
914074,1439632,Fou Lee Market  ,Supermarket,2050,S Columbian Way,,Seattle,WA,98108,1536,KING,47.56003,-122.3052,02/16/2021, 
914075,1432006,Foulee Market  ,Supermarket,2050,S Columbian Way,,Seattle,WA,98108,1536,KING,47.56003,-122.3052,12/08/2020,02/15/2021
914076,1166570,Four Seasons Farmer Market  ,Fruits/Veg Specialty,2119,Rainier Ave S, ,Seattle,WA,98144,4639,KING,47.58422,-122.3027,10/29/2014,09/20/2015
914077,1138243,Francachela Food Imports  ,Small Grocery Store,18002,15th Ave Ne,Ste F,Seattle,WA,98155, ,KING,47.75944,-122.3134,05/09/2014,12/09/2014
914086,422904,FRANK'S QUALITY PRODUCE  ,Fruits/Veg Specialty,1508,Pike Pl, ,Seattle,WA,98101,1527,KING,0.0,0.0,01/01/1930,10/16/1994
914087,422904,FRANK'S QUALITY PRODUCE  ,Fruits/Veg Specialty,1508,Pike Pl, ,Seattle,WA,98101,1527,KING,0.0,0.0,12/19/1994,12/18/2000
914088,1083344,Frank's Quality Produce Inc  ,Fruits/Veg Specialty,1508A,Pike Pl, ,Seattle,WA,98101,1527,KING,47.60893,-122.3408,12/12/2012,03/12/2014
914101,678726,FRED MEYER 00179,Super Store,13000,Lake City Way NE, ,Seattle,WA,98125,4429,KING,47.7229,-122.2931,09/13/1995, 
914103,262954,FRED MEYER 00608,Super Store,915,NW 45th St, ,Seattle,WA,98107,4606,KING,47.66145,-122.3691,10/22/1999, 
914108,1087207,Fred Meyer 122,Super Store,100,NW 85th St, ,Seattle,WA,98117, ,KING,47.69064,-122.3581,01/07/2013, 
914110,720273,FRED MEYER RX-00313  ,Supermarket,9620,28th Ave SW, ,Seattle,WA,98126,4102,KING,0.0,0.0,06/26/1996,01/25/2001
914114,393891,FREEMONT FRESH MARKET  ,Supermarket,3601,Fremont Ave N Ste 212, ,Seattle,WA,98103,8753,KING,0.0,0.0,05/11/2000,12/31/2002
914115,1184203,Fremart  ,Convenience Store,418,N 36th St, ,Seattle,WA,98103,8631,KING,47.65208,-122.3537,04/09/2015,06/18/2020
914116,1005828,Fremont 76  ,Convenience Store,4600,Fremont Ave N, ,Seattle,WA,98103,6524,KING,47.66237,-122.35,07/14/2011, 
914117,281378,FREMONT RED APPLE MARKET  ,Supermarket,3601,Fremont Ave N Ste 212, ,Seattle,WA,98103,8753,KING,47.65163,-122.35,07/01/2003,06/06/2006
914119,271143,FRESH FARM PRODUCE  ,Small Grocery Store,6059,M L King Way S, ,Seattle,WA,98118,3141,KING,0.0,0.0,09/08/1987,09/23/1992
914120,379569,FRESH FARM PRODUCE  ,Meat/Poultry Specialty,2050,S Columbian Way, ,Seattle,WA,98108,1536,KING,0.0,0.0,10/22/1992,06/23/1993
914121,785954,FRESH FARM PRODUCE  ,Fruits/Veg Specialty,3015,NE 123rd St, ,Seattle,WA,98125,5586,KING,47.71732,-122.2951,07/20/2006,07/18/2011
914125,252584,FRIENDLY FOOD MART  ,Convenience Store,10500,Greenwood Ave N, ,Seattle,WA,98133,8721,KING,0.0,0.0,11/24/1997,12/20/1998
914126,235454,FRIENDLY FOOD MART  ,Convenience Store,10500,Greenwood Ave N, ,Seattle,WA,98133,8721,KING,47.70525,-122.3554,01/07/1999,08/20/2007
914127,824290,FRIENDLY FOOD MART  ,Convenience Store,10500,Greenwood Ave N, ,Seattle,WA,98133,8721,KING,47.70525,-122.3554,09/07/2007,05/09/2017
